Message,Likes,Comments
"Arkona, Frei. Wild, Nekrogoblikon, system of a down, any given day, ghost inside, semblant, heaven shall burn",18,4
Angie Hauser Joo guet ich bi mer fascht sicher das die bald wieder chmed als Ersatzshow ,0,0
five finger death punch,1,0
"Rammstein, volbeat, amarante, five finger death punch, stone saours",0,0
Rammstein,0,0
"Trivium
Stone Sour
In Flames
Black Label Society
Mastodon
Rammstein
John 5
Tool",0,0
Korn,0,0
gay ^^,0,0
Alles egal hauptsach I prevail  ,1,0
"Machine Head, Alestorm, Ensiferum, Tool, Rammstein, Stone Sour, Korn, Flogging Molly, Dark Tranquillity, Amorphis, Light the torch, Architects, Insomnium, Callejon, Mad Sox",0,0
Nothing More,0,0
"The Toy Dolls
The Dreadnoughts
Stiff Little Fingers
Alarmsignal
Simia Sapiens
We The Heathens 
KADAVAR
Knppel
Telekoma
Ben Bloodygrave
Barb Wire Dolls
The Interrupters 
The Goddamn Gallows
Rancid

Gute Musik eben ",0,0
AVANTASIA...oder EDGUY...,2,2
BROKEN FATE wre der Ultra Abriss,19,0
"Eluveitie
Rammstein
Toten Hosen
Infinitas
Dropkick Murphys",0,0
BROKEN FATE,2,0
"Krbholz 
Rammstein
Mustash",3,0
"Rammstein 
Freiwild 
Onkels
Testament",0,0
"Architects 
Stick to your Guns 
Deez Nuts
Obey the Brave 
Parkway Drive",2,0
Broken Fate,0,0
Irony Of Fate,2,0
Foo Fighters ,0,0
Patrick Hofmann has grad im internet glese hani garnd mitbercho ,0,0
"Gloryhammer 
Volbeat
Iron Maiden
The Offspring
Green Day
Bullet for My Valentine",12,2
The one and only Irony Of Fate,1,0
Rammstein Frei.Wild ,0,0
"Deez nuts, chelsea grin, infant anhilator",1,0
Marco Rindlisbacher ja genau de manson sett au no choo,0,0
Lotrify,7,0
"Rammstein,hammerfall, system of a down,slipnot,die rzt,j.b.o,sabaton,iron maiden,adcd,frei wild,FFDP,bse onkelz undgreenday",1,0
As i lay Dying,0,0
Coroner,3,0
"Hammerfall
Anthrax 
Black Stone Cherry
Iron Maiden
Fire Rose",0,0
"Five Finger death Punch
Nightwish
RAMMSTEIN
Beast in black",1,0
Comme vous voulez mais des groupes quon a pas encore vu dans ce festival ,0,0
1000 mods,0,0
"Machine Head, System of a down, Trivium, Arch Enemy, Equilibrium, gojira, Korn, Tool, Muse, Soulfly, Alestorm, Finntroll",0,0
"Rammstein, Sum 41, Die Toten Hosen, Die rzte, Frei Wild, Blink 182, Massendefekt, Volbeat, Geen Day, Schandmaul",2,0
Irony Of Fate ,1,0
Skullpriest   Jello Biafra with D.O.A.   Whitesnake   Def Leppard,0,1
Judas priest,2,0
"Fabienne Minder Shinedown, Marilyn Manson, Pretty Reckless <3",1,0
Neck Deep,1,0
"Aborted, The Acacia Strain, Alexisonfire, Bleed from Within,CoB, Converge, Currents, Dyscarnate, Erra, Fever 333, Fit for a King, Get the Shot, Gideon, Harakiri for the Sky, Hollow Front, Imminence, Landmvrks, Loathe, Make them Suffer, Norma Jean, Northlane, Polar, Rise of the Northstar, Siberian Meat Grinder, Skeletonwitch, Styg, Terror",0,0
Rammstein wird u nt ,0,0
Jasmin what about Irony Of Fate   :D,2,1
"Rammstein
Ost+front
Freiwild
Rectal Smegma
Onkelz
Krawallbrder",1,0
"Rammstein
Flogging molly
Hmatom
The deaht south",0,0
THECITYISOURS,0,0
"Adept
Dangerkids
Annisokay
Our Last Night",3,0
"Rammstein
Frei. Wild
Onkelz
In Extremo
Eisbrecher",0,0
HYPERIUM,0,0
Hmatom fehlt macxooi,0,0
Broken Fate,1,0
"System of a down
Rammstein
Flogging molly
Lordi
In flames
Dominic Buschauer",1,1
Irony Of Fate FTW  ,3,0
J approuve pleinement   ,0,0
RUSSKAJA      ,2,0
RAMMSTEIN,1,0
Rage Against The Machine,0,1
"Cannibal Corpse, Thy art is Murder, immortal",2,0
Metallica  Caliban ,0,0
Irony of Fate,0,0
Starset,2,0
"Hammerfall, Trivium, A7X, Slayer, Soulfly",0,0
BROKEN FATE    ,11,0
"In My Days, Breaking Benjamin, burry tomorrow, Evanesence,  nightwish",0,0
"Motrhead
Nirvana
Jackmills",1,0
Tuxedoo,0,0
Nubia,2,0
Michael Stadler helene fischer,1,0
"five finger death punch, ghost, judas priest, stone sour, volbeat, iron maiden, avatar, nothing more, flogging molly, shinedown, bullet for my valentine, of mice & men",4,0
Bloodbound,0,0
"Onkelz, Frei Wild, Slipknot",6,1
Knorkator,0,0
Arnaud Mermod i hoffes ,0,0
"Shinedown
5FDP",0,0
The Royal,2,0
Avenged Sevenfold ,0,0
"rzte, Babymetal, Vale Tudo",0,0
"Clawfinger
Metallica 
Parkway Drive
Sum 41
Avenged -
Sevenfold
Shinedown
Stone Sour

Schweizerbands:
-
XII   GallonOverdose
Mabon
Broken Fate
Fire Rose",1,0
Royal Blood,0,0
"Alter bridge
Architects
Dreamshade
Et plus de groupes suisses ",0,0
"Rammstein, Eisbrecher, Oomph",0,0
"Rammstein, System of a down, nochmals Slipknot, Eluveitie, Attila, Greenday",4,0
Frei Wild,1,0
bo,0,0
GHOST IRIS,0,0
Airbourne ,0,0
All time low,0,0
"Ensiferum 
Overkill
Sodom
Rotting christ
Marduk
Alestorm
Belphegor
Abbath
Cannibal corpse
Watain
Kreator
Mayhem
Napalm death
Obituary
Sepultura
Memoriam
Abordet
Havok
Emperor
Heidevolk 
Black messiah
Carcass
Destruction
Dust bolt
Tankard
1349
Bmbers
Saxon
Bonafide",0,0
"System of a down
Korn
Rammstein 
Die rzte
Foo Fighters 
HIM
Imagine Dragons
Limp Bizkit
Metallica
The new Roses
The Rumjacks
Ska-P
Tenacious D
The Vibes
Welle Erdball
Wolfmother",0,0
Marcel Berner FHTTS wrd ich belst feiern aber ich denke die gibts nicht mehr,0,0
"Broken Fate
Crashtime",2,0
Broken Fate,0,0
"Rammstein, good Charlotte, skillet, disturbed, abandon all ships, bring me the horizon, Billy talent",9,0
"SKINDRED 
Five finger death punch
Alestorm
Systeme of a Down",0,0
"Architects, 
northlane, 
august burns red, 
bring me the horizon, 
a day to remember, 
in flames, 
trivium, 
any given day, 
iron maiden, 
bullet for my valentine, metallica, 
rammstein, 
korn,
parkway drive,
Equilibrium,
Danko jones,
Callejon,
Billy talent,
Avenged sevenfold",19,0
"graveworm
sum 41
mindcollision
irony of fate
volbeat
system of a down",0,0
Polaris,0,0
"Machine Head, Ghost, ivy Crown, Parkway Drive, Alice in Chains, Trivium",1,0
Polar,1,0
Broken Fate ,2,0
CLUTCH ,0,0
Pertness,2,0
"Caliban , Heaven shall burn, neaera , emmure, the ghost inside ",0,0
"Ghost           
Solence
Bring me the horizon
Rammstein
Hollywood Undead 
Dead by april",0,0
zaunpfahl.3. Wahl,0,0
"Korn, new years day, for the fallen dreams, dream state, parkway drive,",0,0
tempesta,1,0
"Rammstein(   ), rob zombie, hollywood vampires",1,0
Steven LeLand Scholl du hesch call me peter vergesse ,0,0
I See Stars,2,0
Iron Maiden :),0,0
 Rammstein system of a dawn  Bad wolves Five finger death punch  Trivium pica  NigthwishmoonspellDisturbedill nino taproot ,0,0
"Everytime I Die, Trash Talk, Throwdown, Fu Manchu, The Interrupters, Turbowolf, Hellacopters, Gluecifer, Graveyard, Greenleaf, Atomic Bitchwax. 

Vielleicht au es paar schwiizer umland Bands meh  Bitch Queens, Goldfever, Dead Smoke, Insanity Alert, Bronco, Hey Satan, Them Fleurs.",6,0
Du chasch au en Kommi schribe du pfiif :P,0,0
"Friedli und Frnz
Promethee
J.B.O
Soilwork
Devildriver
Korn
Skindred
Dimmu borgir
Manowar

Haubtsach ned emmer die gliche bands",0,0
4 Promille  ,0,0
Nai ,0,0
"As I Lay Dying
Rammstein
Bring me the Horizon
Killswitch Engage
Parkway Drive
Bullet for my Valentine
Tenacious D
Biffy Clyro
Metallica
Of Mice & Men
Texas In July
Trivium
Alter Bridge
Caliban
Miss May I
The Gost Inside
For Today
Green Day
The Amity Affliction
The Devil Wears Prada
Thy Art Is Murder
System Of A Down

Danke schon mal ",1,0
"Patricia Betschart 
onkelz ",0,0
"Alterbridge, Tenacious D, Machine Head, Hypocrisy, Stone Sour, Dimmu Borgir, Ektomorf, Epica, Lionheart, Soilwork, Whitechapel, Allegaeon, Dark Tranquillity, usw....",0,0
Lord of the Lost,0,0
"Stepfather Fred
Mission in Black
Nightqueen
Undertow
Alight
Bloodlost aus der Schweiz ",2,0
Thorn ,1,0
Stahlmann,0,0
Powerwolf,0,0
Doctor Detox,3,0
doch ,0,0
"rammstein, battel beast, beast in black,",0,0
Oomph ,0,0
"Knpel, Monsters of Liedermaching, Krautschdel, Jolly Jackers",2,0
"Hmatom, powerwolf, gods of sielende",0,0
Oohhh ,0,0
"skillet, parkway drive, rammstein",0,0
1000 Lwen unter Feinden,2,0
Irony of Fate ,0,0
"Disturbed
Stahlmann
Five Finger Death Punch
The Death South
AC DC",0,0
Five finger death punch,1,0
"Rammstein
Greenday
Gorillaz",0,0
Helene Fischer,0,0
Irony of fate,0,0
"RTZE
SYSTEM OF A DOWN
KENY ARKANA
TRIVIUM",1,0
System of a down,0,0
"Crystal Lake, Jinjer, Maybe The Ghost Inside, As I Lay Dying, All That Remains, The Browning, Gideon, I Prevail, Ice Nine Kills, Korn, Motionless in White, the plot in you, soilwork, Aborted, Wage War, InVisions",1,0
Angry Again,9,0
Lord Of The Lost,1,0
Devils Rage,6,0
Irony Of Fate Dizzy Fox,9,0
Selina guati wahl ^.^,0,0
Alestorm,0,0
Sum 41,0,0
"Thy Art is Murder
Powerwolf
As I  lay Dying
Trivium
Children of Bodom
In Flames",0,0
Children of bodom,0,0
-Ghost abef hey ;),0,0
"fever 333
turnstile
code orange
rise of the northstar",0,0
Simia Sapiens,3,0
"Irony Of Fate
Dizzy Fox",0,0
"Rammstein
Five Finger Death Punch
In Extremo
rzte
Frei Wild
Iron maiden
Ac Dc
Broiler
Parkway Drive",0,0
Green day,1,0
"Napalm death 
Obituary
Brujeria
Terror
Siberian meat grinder",1,0
Pia Albin  alles scho mehrmols ufem Platz gstande,0,0
Marcel Feuz ,0,0
"Crystal lake,sublime with rome",0,0
"Avenged sevenfold, jinjer, skillet, i prevail, the browning",1,0
Pertness  vo frutigen      Obe use             ,1,0
5FDP ,0,2
Satyricon ... Unleashed ... Cannibal Corpse ... Clawfinger ... Get the Shot ... Black Diamonds ,0,0
"Trivium, Machine Head, Tremonti oder Alter Bridge, Gojira, Hatebreed, Exit, Devils Rage",3,1
Irony Of Fate & Broken Fate & Devils Rage,2,0
Powerwolf,0,0
Volbeat brakingbenjamin fever 333 bring me the horizon  greenday floggin molly disturbed system of a down fivefinger death punch die rzte avenged sevenfold billy talent,22,0
"Die Amigos wren mal ein Kontrastprogramm (wo man mal gemtlich ein Bier holen gehen kann, ohne was zu verpassen :-) )",0,0
"A7X, AFI, The Vandals, Pennywise, Boysetsfire, Interrupters, Guttermouth, Misfits, Dwarves, Descendents, Ten Foot Pole, Satanic Surfers, Ska-P, Skalariak, Nguru, Madness, The Specials",2,0
"IRONY OF FATE
Melo Death us em Kanton Bern
Irony Of Fate
https:  youtu.be ot_Ad4GEb2A

https:  open.spotify.com track 7uyZaumxqZL9vWC0aEH7Aq si=sww6_-GMRF-5oPBFIWAdgw",0,0
Simia Sapiens,8,0
Watain,1,0
"Reel big fish
Ska-p
Kraftklub
Billy talent
Rise Again
Bloodlost",2,0
Die Kassierer,0,0
#Diabas ,0,0
"Three Days Grace, Good Charlotte, Avenged Sevenfold, Breaking Benjamin, Korn, Emil Bulls, Green Day, In Flames",0,0
XII Gallon Overdose,1,0
Marant,1,0
"Rammstein 
System of a down 
Foo fighters 
Quenns of the stone age
Tenagius D 
Die rzte 
Die toten Hosen 
Betontod 
In Extremo",1,0
"Die rzte, Devilskin (Neuseeland), Rob Zombie, Tenacious D, Foo Fighters,",0,0
"Nervosa, Jinjer, Airbourne",0,0
"Rob Zombie
Alice In Chains
Pearl Jam
Nine Inch Nails
Avenged Sevenfold
Shinedown
Foo Fighters
Devilskin
Sumo Cyco
Stone Sour
Shooter Jennings
Alter Bridge
Body Count
Second Function
Ugly Kid Joe
Life Of Agony
The Dirty Youth",3,2
"Mindcollision, Ffdp, Rammstein, Godsmack, System of a Down, the Hu, Wind rose, lord of the lost, subway to sally",0,0
Ein ABSOLUTES MUSS.....BROKEN FATE  Swiss Metal der obersten Klasse  Fr mich etwas vom Besten was die CH in Sachen Metal zu bieten hat ,1,0
"MUSE    rzte, Beyond the Black",2,0
Chaoseum. Great Swiss Band,0,0
"Die rzte, Babymetal, Steel Panther, Deconvolution, Lifecrusher, THORN.",1,0
"Rob Zombie, Parkway Drive, Korn, System of a Down, Heaven Shall Burn, Rammstein, Die rzte, Tenagius D",1,0
"Landmvrks, attila, we butter the bread with butter, wage war, ocean ate alaska ",2,0
"Avenged Sevenfold, Alice in Chains, The Pretty Reckless, Korn, Stone Sour, Disturbed, Seether, Tool, etc.",0,0
Michel Menzi wnsch der stahlgewitter i dim arsch aber quer... Goht me uf dis Profil alles nur pnos parodie... Au eine vo dene d uslnder nme eus d fraue und d job wg mimimi ,1,0
Reto Kropf u no Sarbach   ,0,0
"i prevail
feed her to the sharks
emmure
all faces down",2,0
Fire Rose,0,0
"i prevail
feed her to the sharks
emmure
all faces down",0,0
"All Time Low
IPrevail",0,0
Linda Senn parkway drive ond heaven shall burn ^^,0,0
Inner Core,1,0
Inner Core,1,0
"Atreyu 
Ice nine kills
Nothing More
Attila
Ektomorf
Kontrust
Dead by April
Three Days Grace
Jennifer Rostock 
Rotting Christ
Thy Art is Murder
Knppel
Insanity Alert
The pretty Reckless
The Marmozets
ZSK
WIZO",1,0
Stone sour... Korn.. System of a down... rzte.. Bring me the horizon... Airbourne.. Deez nutz...stick to your guns,0,0
"Dr. Haze & the Wise Lizardz, Kaatarakt",0,0
Dark Despair,2,0
Gojira,0,0
"Judas Priest, Dark Tranquillity,
Legion of the Damned, Abbath, Satyricon, Finntroll, Rammstein",3,0
"FOO FIGHTERS
Ensiferum
Max Cavalera und igor
Zack wylde
Freiwild
RZTE
system of a down
Stone Sour
IRON MAIDEN
Schweizer bands
Defender
Dreamshade
Zeal and ador
Pete bamboo",2,0
"Nothing More
Atreyu
Billy Talent 
Parkway Drive",0,0
Tenacious D   Rammstein   Soulfly   rzte   Stone Sour   Skillet   Suicide Silence   Green Day   of mice and men   Korn   miss may i   Hollywood Undead   in this moment,1,0
"Rammstein, Parkway Drive, Manson, Insanity (schpfheim), system of a down, knorkator",0,0
Silver Dust,1,0
"Yelines  Hofer Montiel r het zwenig liebi vercho als chind,eiguntli tder mer scho fasch e bitz leid",0,0
"Irony of Fate
Dizzy Fox
Fighter V",0,0
"DevilDriver, Smash Hit Combo, Gojira, The Agonist, Parkway Drive, Meshuggah, Dying Fetus, Ensiferum, Whitechapel",0,0
Arnaud Mermod Fever 333,0,0
Broken Fate ,2,0
Bullet for my valentine,1,0
Northlane   Silent Planet   Make Them Suffer   Void Of Vision   Awake The Dreamer   Aviana   Thornhill   The Brave   RVNT,0,0
"Billy Talent, Green Day, Five finger death punch, trivium, volbeat, alestorm, airbourne",1,0
We'd love to play at Greenfield  ,0,0
"Denise Gielen-Burger 
Battle Beast ",1,0
Viviane Fux oder das  nuja normal isch das nid ,0,0
"Caliban, rammstein, soad, tenecious d, Iron maiden, Attila,",0,0
Broken Fate      ,4,0
Yelines  Hofer Montiel haha 100 proznt isch das so,0,0
Rammstein Rammstein,0,0
"System of a down 
Die bhsen onkels
Bring me the horizon
Parkway drive 
Rammstein
Heaven Shall burn

Nicht schon wieder Volbeat ",10,0
Mad Sox,0,0
Call Me Peter,6,0
Improvement      Rise of the Northstar   Stray from the Path   TRC   Dead Swans,1,0
Tyrmfar,5,0
"foo fighters
alter bridge
bullet for my valentine",0,0
AC DC,0,0
Gojira ,1,0
Tamara Neuhaus sind schon ltere kaliber,0,0
Rammstein ,0,0
"Architects
Annisokay
Machine Head
Feed her to the sharks
Betraying the Martyrs
Bury Tomorrow",1,0
"Tool
Deftones
System of a Down
Nine Inch Nails 
Alice in Chains
Korn
Mastodon
Heaven Shall Burn
Terror 
Agnostic Front
Russian Circles
Get The Shot 
Hatebreed 
Red Fang 
Defeater 
Soulfly
Yob
The Young Gods
Unhold 
Sumac 
Sleep 
Windhand 
Olten 
Knppel 
Leech 
Isis ",1,0
"Die rzte
Guano Apes 
Good Charlotte
Korn
Evanescence
Swiss und die andern",2,3
Roman Jeanbourquin genau,0,0
"Ektomorf, Booze and Glory, Cruadalach, Wolfchant, Wisdom, Dragonforce, Orden Organ , Accept, Heidevolk, Arkona, Alestorm, Winterstorm, Atlas Pain, Grimner , Gloryhammer , Ensiferum, Twilight force, Agnostic Front, Xandria, Misconduct, Cradle of filth, Legion of the Damned , Finntroll, Rob Zombie, Rhapsody of fire, Judas Priest, Ultra Vomit",0,0
"Acranius, Extermination Dismemberment, Kraanium, Colpocleisis, Whoretopsy, Bloodywood, Parasitic Ejaculation, Korpse",1,0
Broken Fate ,1,0
system of a down,0,0
ERRA ,0,0
THECITYISOURS,0,0
"One Ok Rock, Coldrain, Fame On Fire, Bring Me The Horizon",0,0
Roger Gebs Avantasia hani o gschribe ghaa...,1,0
"Tool
Gojira
Jinger
Mastodon
Sodom
Der weg einer freiheit
Regard les hommes tomber
les ramoneurs de menhirs
Triptykon",1,2
"Rammstein, Dragonforce, Van Canto, Parkway Drive und Billy Talent ",0,0
Codger Lingus ,2,0
Marilyn manson... Iron Maiden.. rob Zombie,0,0
"Matthias Schneider  disturbed, Gojira, prophet of rage, SOAD, rammstein et Ozzy Osborne pour le dlire",1,0
IRONY OF FATE...what else ,0,0
Broken Fate ,1,0
"Metallica 
Battle Beast 
Helloween 
Disturbed
System of Down",15,0
Pat Faden das wr geil ,0,0
Miss Broken Fate......,0,0
Was cht   BROKEN FATE natrli  das wrd belst abgah,2,0
"Thirty seconds to Mars, Rammstein, Green Day, Billy talent",1,0
Black Diamonds Fat Dog Supernova Plasmajets Broken Fate,0,0
"Architects, Rise against, Donots, rzte, Trivium, Clawfinger, Slayer, Tenacious D",0,0
Dreams in Fragments,2,0
Irony of fate,3,0
Jinjer   Headliners    ,0,0
"Gloryhammer, Landmvrks, Any Given Day, our hollow our home",14,2
"Aborted, Invidiosus, Decripit Birth, Suffocation, Dying Fetus, Hour Of Penance, Decapitated, Beyond Creation, Hiss From The Moat, Hideous Divinity, Dawn Of Disease, Malevolent Creation, Megadeth, Dream Theater, Psycroptic, Obituary, Morbid Angel, Dismember, usw...",4,0
our last night ,1,0
Taylor Swift,0,0
Falling in Reverse,1,0
Thecityisours,0,0
Irony of Fate  ,0,0
HARPYIE ganz eindeutig HARPYIE,4,0
"Chunk  No, Captain Chunk ",0,0
WILSON      ,0,0
"Rammstein
Kraftklub",1,0
"Stoneman, Nachtblut, Carach Angren, Ensiferum, Dimmu Borgir, Triptykon...",0,0
Oh ja HARPYIE wren eine gute Wahl,0,0
Sabaton rammstein amon amarth metallica,7,0
"Oh nei ihr sind ja sooo bs zu mir  
  Linki Spastis ",0,0
"Neck Deep
The Wonder Years
The Story So Far
Knuckle Puck",0,0
"Metallica
Rammstein
Korn
Bring me the Horizon
System of a Down
NIN
AC DC
Foo Fighters
Rise Against
A Day to Remember",2,0
ASP ,0,0
"Rammstein 
Ql
Freiwild
Eisbrecher",0,0
Broken Fate Dreams in Fragments Elcano,3,0
"Anthrax, Saxon, Alice in chains, RHCP, Judas prist, Clutch, Ghost, hollywood vampires.",0,0
"gojira
mass hysteria 
strain of madness
1000 mods
king buffalo",0,0
"Boss Hoss 
Five Finger Death Punch",0,0
"System of a down, deftones, skindred und dj bobo",0,0
"Nasty, Madball, Cockney Rejects, beryou, Vale Tudo, GBH, Exploited, The Butcher Sisters, from Mountain to Stars, Invoker, Brothers till we die, Booze & Glory, Tausend Lwen unter Feinden, Ryker's, Reduction, Deez Nuts, Emscherkurve 77, Krawallbrder, Cold Hard Truth, Born from Pain",0,0
"Green Day, Sum41, Five Finger  Death Punch, Billi Talent, rzte",0,0
Sink Or Swim,0,0
Dimmu Borgir,0,0
Shaka Ponk,0,0
ACDC,0,0
"Finntroll
System of a down
Sum41
The offspring
Watain
Carach angren
Ska-P
Flogging molly
Dropkick murphy
Nightwish",0,0
"Soad,alestorm,powerwolf,arch enemy,",0,0
Rammstein   powerwolf   hammerfall   disturbed   parkway drive   iron maiden,0,0
"Lavinia Mller
Rammstein ",1,0
wre jtzt kein so schlechtes line up...,0,0
THECITYISOURS,0,0
Ramstein,1,0
Ivo BE wieso nit. Die hn scho mehr als 1 mol am greenfield gspielt,0,0
Kreator,0,0
"Crystal Lake, Twelve Foot Ninja, Plini, Periphery",0,0
"Operation Blockhead
Justin Bieber",4,0
GODSMACK,0,0
"Insomnium, Tribulation, Dark Tranquillity und Swallow The Sun ",0,0
"Iron Maiden
Rammstein
Manowar 
Airborne
Fear Factory
Tesla
Sabaton
Floggin Molly
Drokick Murphys 
Saxon
Gamma Ray
Voivod",0,0
XII gallon overdose :),0,0
Dizzy Fox HYSTERIA,2,0
THORN.  ,0,0
"Unearth
Sepultura
Walls of Jericho
Jinjer
In Extremo
Hatebreed",0,0
"Volbeat, ffdp, System of a down",0,0
"Beat Ryffel i ha no dnkd, bi irgendeim vo den 345'621 Kommentar messtesi o erwhnt si ",1,0
"Arch Enemy
Volbeat
System of a down",1,0
BMTH ,0,0
"Tenacious D, Fozzy, Steel Panther",0,0
Bronco,6,0
Irony Of Faith ,0,0
Oliver Schulthess  jo aber gueti,0,0
ChuggaBoom,0,0
"Rammstein
System of a down
Of Mice & Men
Parkway Drive
While She Sleeps ",0,0
"Russkaja, Flogging Molly, Pendulum",0,0
"Sabaton, Hammerfall",0,0
Angry Again,1,0
In Extremo Anthrax und Equilibrium Alestorm und HAMMERFALL,1,0
Mariachi El Bronx,0,0
"Sum 41, Rise Against, Beartooth, Shinedown, Bad Wolves, Our Last Night :)",0,0
Askara,0,0
"Iron maiden 
Frei wild
Avenged sevenfold
Hammerfall 
Xandria 
Body count",0,0
"System of a down
Monster Magnet
Simia Sapiens",1,0
"Amaranthe
Rammstein
Slipknot
Sabaton",1,0
Satyricon,0,0
System of a Down   Stone Sour ,0,0
"Bhde onkelz
Testament
Asp
Excelsis
Eisbrecher
Subway to sally
Saol patrol
J.B.O.......",2,0
"Hmatom, Saltiato Mortis, Onkelz, Brdigung, Betontod wrde ich sehr gerne (wieder) sehen ",0,0
"SEETHER  

Northlane, Skindred, Architects, In Flames, Devil May Care, Dream State, Mallory Knox, Nothing More",0,0
"Sink Or Swim, DEFENDER, All To Get Her, THORN., Mindcollision Fight The Enemy, Nubia, Whiteout ",5,0
Angry Again,2,0
Avenged Sevenfold  ,0,0
Full House B. C.,0,0
"Tenacious D, Kyle Gass Band,  Support the Only Child",5,0
"Down
Ghaals Wyrd
Heaven shall burn",0,0
"Gracchus, Shambolic Shrinks und Head Smashed",0,0
"System of a down ou Serj Tankian, lim bizkit",0,0
Bloodhound Gang,2,0
"Onkelz, Rammstein",2,0
Broken Fate,0,0
Avenged Sevenfold,0,0
BROKEN FATE ,0,0
Fever333,0,0
Lordi,1,0
HARPYIE ,0,0
Broken Fate ,0,0
CRUDER,0,0
"Hatebreed cannenbalcorpse  brockenfate powertrip  dimmubogir ironkobra svarsot alestorm faun  cradel of fihlt hammerfall
Parkwaydrive mr hurley und die pulveraffen soad",0,0
The Misfits     ,0,0
Angry Again,2,0
Mindcollision Obey The Brave Terror Unified Move Expellow und nur fr dii Lisa no Parkway Drive,2,3
"Bad Religion
Satanic Surfers
No Fun At All
A Wilhelm Scream
Descendents
",3,0
Rammstein   Pro Pain   Terror   Arch Enemy   Sodom  ,0,0
"Opeth, Make them suffer, northlane,uada",0,0
"Five Finger Death Punch
Rise Against
System of a down
The Offspring
Billy Talent
Korn
Sum 41
Volbeat
",0,0
Broken fate,2,0
"Fire from the Gods
Foo Fighters
Boysetsfire
Killswitch Engage
A perfect circle",1,0
Die toten Hosen,0,0
"All that Remains, System of a down, Parkway Drive, Die rzte, Rammstein, Bullet for my valentine, Metallica, Sum 41, Rise Against, Three Days Grace, Asking Alexandria , Korn",0,0
"I Prevail
Rammstein
Five Finger Death Punch
System of a down
Sickret",1,0
"Daniel Strahm
Matthias Antener
Jasmin Walter
Julia Schlachter",0,0
Nicola D. Kopp ,1,0
"System of a down, Rammstein, Pascow, Toy Dolls",0,0
Andre Eiholzer Greenday und Muse ,0,0
"SKA-P, Heaven Shall Burn, System of a Down",1,0
"Billy Talent, Rammstein, System of a down",0,0
"Metallica, Rammstein, Foo Fighters, Onkelz, Hatebreed, Madball",4,0
PANIC AT THE DSCOOOO,0,0
"Frei.Wild
I Prevail
Rammstein
Nightwish
Bring me the Horizon
Black vail Birds
Omph",0,0
RADIO HAVANNA,1,0
"IPrevail
Eskimo Callboy
Frei.Wild
Asking Alexandria
Greenday",0,0
"HAK Mundartmetal
wir waren schliesslich nicht die einzigen Greenfield Gnger die Merch von dieser Band trugen",0,0
The HU. Ramstein.,0,0
"You me at six
Burry tomorrow 
Parkway Drive",0,0
"Alestorm systme of a down ,rammstein, calliban",0,0
"FFDP, Rammstein, Skindread, Hollywood undead, Thy art is murder, Three days grace, At the gates, While she sleeps, Evanecence, Heaven shall burn, Architects zum Beispiel ",20,0
"Thundermother, Volbeat, JD Miller, Maverick, Supernova Plasmajets, Frontslam",0,0
Broilers ,0,0
Irony Of Fate,0,0
nan,3,0
Jonathan Reyes Ortiz tencacious D ,1,0
THECITYISOURS,1,0
"frei.wild
volbeat
5 finger death punch
slipknot
rammstein
amaranthe",1,0
"Parkway Drive, hatebreed, korn, disturbed, five finger death punch, clawfinger, dope, system of a down, insanity (ch), madball, lionheart, terror",0,4
"System of a down, nochmals Slipknot, Parkwaydrive...",0,0
Gilli drinking beer live on stage,0,0
"Rammstein, disturbed, Five Finger death punch, alian ant farm",0,0
Irony Of Fate ,2,0
THECITYISOURS ,0,0
Andr Marchand bonne liste    Mais faut pas trop compter sur SoaD je pense ,1,0
Volbeat... Disturbed...,0,0
Rammstein,2,0
"Attila,parkway drive,hatebreed,disturbed,asking alexandria,any given day,dope etc.",1,0
"Infectedrain, Sirenia, Halestorm, Arch Enemy",0,0
"Nine inch nails
System of a Down
Flogging Molly
Die rzte
Alter Bridge
Royal Blood",0,2
In Flames,0,0
Korn,0,0
"Irony of Fate
Hedera
Mantys
Feuerschwanz
Gloryhammer
Civil War
Dragonforce
Arkona
Svartsot
Dalriada 
Wardruna
Koenix
Freedom Call
Beast in Black
Battle Beast
Beyond The Black
Excrementory Grindfuckers
Dark Funeral
Dark Tranquility
Dimmu Borgir
Ensiferum
Equilibrium
Flogging Molly
Fiddlers Green
System of a down
Helloween
Alestorm
In Extremo
Subway to Sally
Faun
Talco
Betontof
rzte
Eisbrecher
Amorphis

Brner Fouter ",6,2
"Green Day
Sum 41
Rammstein
In Flames
Korn
Heaven shall burn
Parkway Drive
System of a down
Blink-182
Zebrahead
Powerwolf
Eskimo Callboy",1,0
Dizzy fox,2,0
Angry again,3,0
Elcano ,0,0
Reliquiae   ,5,0
"Cruder, Clawfinger ",0,0
Ghost ,0,0
"The Butcher Sisters
FFDP
Hollywood undead
Heaven shll burn",0,0
Nightwish Boysetsfire Parkway drive Seplutura Floggin Molly,0,0
Ey sauber auf jeden Fall msst ihr dabei sein ,0,0
"Frei Wild
JBO
WIZO
RZTE
ONKELZ
RAMMSTEIN",0,0
"I Prevail 
Five Finger Death Punch",0,0
Okto Vulgaris,0,0
Radwaste,1,0
wie wrs mal mit cannibal corpse oder obituary,3,0
Nothing more und of mice nd men ,1,0
